fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon,Decathlon,Deporvillage,dia_semana,anio,mes,dia_mes,nombre_dia,es_fin_semana,dia_anio,semana_anio,es_primer_dia_mes,es_ultimo_dia_mes,trimestre,semestre,es_festivo,es_black_friday,es_cyber_monday,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,unidades_vendidas_mm7,descuento_porcentaje,precio_competencia,ratio_precio,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail,nombre_h,categoria_h,subcategoria_h
2025-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,114.52,113.78,126.45,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.0,,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Adidas Ultraboost 23,Running,Zapatillas Running
2025-11-02,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.16,,76.03,78.17,87.39,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,-0.0018823529411764305,,1.0018823529411764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Asics Gel Nimbus 25,Running,Zapatillas Running
2025-11-02,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.57,,70.19,69.57,73.81,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.019066666666666756,,0.9809333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running
2025-11-02,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.43,,35.95,31.24,34.87,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.016285714285714292,,0.9837142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nike Dri-FIT Miler,Running,Ropa Running
2025-11-02,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,66.03,,74.72,61.51,64.08,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,-0.015846153846153864,,1.0158461538461538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Adidas Own The Run Jacket,Running,Ropa Running
2025-11-02,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.36,,69.56,69.36,70.95,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,-0.01942857142857142,,1.0194285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Puma Velocity Nitro 2,Running,Zapatillas Running
2025-11-02,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,63.94,,64.35,60.56,65.42,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.016307692307692342,,0.9836923076923076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Reebok Floatride Energy 5,Running,Zapatillas Running
2025-11-02,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,390.69,360.96,368.63,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.0,,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables
2025-11-02,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,196.2,153.19,187.25,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.0,,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Domyos BM900,Fitness,Banco Gimnasio
2025-11-02,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.72,,43.5,40.48,45.15,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.006222222222222248,,0.9937777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Reebok Professional Deck,Fitness,Esterilla Fitness
2025-11-02,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.47,,51.06,52.3,54.03,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.009636363636363656,,0.9903636363636363,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa
2025-11-02,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.32,,26.08,24.17,24.16,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,-0.012800000000000011,,1.0128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas
2025-11-02,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.08,,42.58,36.38,39.73,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,-0.0019999999999999575,,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa
2025-11-02,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,146.67,143.89,130.77,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail
2025-11-02,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,797.79,740.68,840.54,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Trek Marlin 7,Outdoor,Bicicleta Montaña
2025-11-02,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,93.44,,85.12,88.18,89.53,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.01642105263157897,,0.983578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,The North Face Borealis,Outdoor,Mochila Trekking
2025-11-02,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,70.11,,66.18,66.35,73.14,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,-0.0015714285714285633,,1.0015714285714286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Columbia Silver Ridge,Outdoor,Ropa Montaña
2025-11-02,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,111.79,,101.22,102.72,116.18,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,-0.01627272727272733,,1.0162727272727274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail
2025-11-02,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,79.98,,84.17,73.54,79.47,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.00024999999999995024,,0.99975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Quechua MH500,Outdoor,Ropa Montaña
2025-11-02,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,136.26,113.57,119.26,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga
2025-11-02,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.89,,20.55,17.17,20.07,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.005499999999999972,,0.9945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Gaiam Premium Yoga Block,Wellness,Bloque Yoga
2025-11-02,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.59,,32.73,32.41,36.12,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.011714285714285616,,0.9882857142857144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Liforme Yoga Pad,Wellness,Rodillera Yoga
2025-11-02,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.15,,50.21,45.47,50.19,6,2025,11,2,Sunday,1,306,44,0,0,4,2,0,0,0,,,,,,,,,0.01700000000000003,,0.983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga
2025-11-03,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,80.95,111.73,105.86,0,2025,11,3,Monday,0,307,45,0,0,4,2,0,0,0,,,,,,,,,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nike Air Zoom Pegasus 40,Running,Zapatillas Running
